Asset,scope,model,feature,importance,importance_window_end
XLF,asset_specific_rolling,Ridge,rolling_volatility_22d,0.10333749975940149,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_downside_squared_return_66d,0.09109709866130938,2012-12-27
XLF,asset_specific_rolling,Ridge,negative_squared_return_t,0.070948862642496,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_abs_return_5d,0.06124625595959161,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_lag_1,0.06115880221782825,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_abs_return_22d,0.057996466319136616,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_lag_3,0.05664852975143927,2012-12-27
XLF,asset_specific_rolling,Ridge,abs_return_lag_3,0.047122899730042044,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_downside_squared_return_5d,0.04513555740466569,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_sum_squared_return_22d,0.04047929977062993,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_mean_squared_return_22d,0.040479299770618,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_volatility_5d,0.030636594054642193,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_abs_return_66d,0.0302771108363321,2012-12-27
XLF,asset_specific_rolling,Ridge,return_t,0.029988063089367217,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_downside_squared_return_22d,0.029235639335984224,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_t,0.028373641769193544,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_lag_2,0.016049522185014348,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_lag_5,0.01571926459658654,2012-12-27
XLF,asset_specific_rolling,Ridge,abs_return_lag_2,0.015421072835460424,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_sum_squared_return_5d,0.012953204983568764,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_mean_squared_return_5d,0.012953204983565022,2012-12-27
XLF,asset_specific_rolling,Ridge,return_lag_5,0.012531842639331062,2012-12-27
XLF,asset_specific_rolling,Ridge,return_lag_1,0.01210062374405386,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_volatility_66d,0.010065328736622962,2012-12-27
XLF,asset_specific_rolling,Ridge,abs_return_lag_1,0.009908894087967824,2012-12-27
XLF,asset_specific_rolling,Ridge,abs_return_lag_5,0.00811503211442742,2012-12-27
XLF,asset_specific_rolling,Ridge,squared_return_lag_10,0.007932241760569338,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_negative_share_22d,0.007813612808193393,2012-12-27
XLF,asset_specific_rolling,Ridge,return_lag_2,0.007511561737619474,2012-12-27
XLF,asset_specific_rolling,Ridge,abs_return_t,0.006439741194578671,2012-12-27
XLF,asset_specific_rolling,Ridge,negative_return_dummy_t,0.006182316617022637,2012-12-27
XLF,asset_specific_rolling,Ridge,return_lag_3,0.0049179491403055975,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_negative_share_66d,0.004278212565299809,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_negative_share_5d,0.002834830907176395,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_mean_squared_return_66d,0.0010549606449888884,2012-12-27
XLF,asset_specific_rolling,Ridge,rolling_sum_squared_return_66d,0.0010549606449700272,2012-12-27
XLF,asset_specific_rolling,Ridge,crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,Ridge,post_crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,Ridge,negative_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,Ridge,negative_squared_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_downside_squared_return_22d,0.27604075600665856,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_abs_return_22d,0.0910338121964004,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_downside_squared_return_5d,0.07814236057252605,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_negative_share_22d,0.0605220860135357,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_downside_squared_return_66d,0.05470809421208931,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_lag_1,0.05176575027462896,2012-12-27
XLF,asset_specific_rolling,RandomForest,return_lag_1,0.04990232523250719,2012-12-27
XLF,asset_specific_rolling,RandomForest,abs_return_lag_1,0.041628286205492755,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_volatility_22d,0.02838120327300245,2012-12-27
XLF,asset_specific_rolling,RandomForest,return_lag_3,0.023788981305354544,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_sum_squared_return_22d,0.022714917007115094,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_negative_share_66d,0.022701306080661152,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_mean_squared_return_22d,0.018755053111716977,2012-12-27
XLF,asset_specific_rolling,RandomForest,return_t,0.01696810478130489,2012-12-27
XLF,asset_specific_rolling,RandomForest,return_lag_5,0.015284760175715423,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_mean_squared_return_5d,0.014783002689615254,2012-12-27
XLF,asset_specific_rolling,RandomForest,abs_return_t,0.013319356050741655,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_abs_return_5d,0.011839692654722973,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_t,0.010020775078079252,2012-12-27
XLF,asset_specific_rolling,RandomForest,negative_squared_return_t,0.009876894203984597,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_volatility_66d,0.009735106297899908,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_lag_10,0.009329689243267998,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_volatility_5d,0.008732295236813032,2012-12-27
XLF,asset_specific_rolling,RandomForest,return_lag_2,0.00872588740160926,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_sum_squared_return_66d,0.006911670756966591,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_sum_squared_return_5d,0.006334786427732761,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_lag_2,0.005954638622856231,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_mean_squared_return_66d,0.00573964336093333,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_abs_return_66d,0.005622305809226634,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_lag_3,0.00521757006049473,2012-12-27
XLF,asset_specific_rolling,RandomForest,abs_return_lag_2,0.004482272115284455,2012-12-27
XLF,asset_specific_rolling,RandomForest,abs_return_lag_3,0.003854738799334824,2012-12-27
XLF,asset_specific_rolling,RandomForest,abs_return_lag_5,0.003709434579355172,2012-12-27
XLF,asset_specific_rolling,RandomForest,squared_return_lag_5,0.0018078777332242843,2012-12-27
XLF,asset_specific_rolling,RandomForest,rolling_negative_share_5d,0.0016645664291476665,2012-12-27
XLF,asset_specific_rolling,RandomForest,negative_return_dummy_t,0.0,2012-12-27
XLF,asset_specific_rolling,RandomForest,crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,RandomForest,post_crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,RandomForest,negative_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,RandomForest,negative_squared_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_negative_share_22d,0.20513964329451223,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_downside_squared_return_66d,0.18223074659675498,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_downside_squared_return_22d,0.1763208473551971,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_abs_return_22d,0.13118476154622846,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_lag_1,0.061129421291019455,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_downside_squared_return_5d,0.051722509752200406,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,return_lag_1,0.040456511834956285,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,return_lag_3,0.023518365780436812,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,abs_return_lag_1,0.021735842800491043,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,return_t,0.016093840733472583,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,abs_return_lag_5,0.014478532025879754,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,negative_squared_return_t,0.010091118891639083,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,abs_return_t,0.00953902420436721,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,return_lag_5,0.008171348554454833,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_lag_3,0.007748505063386195,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_lag_5,0.006994386038618397,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,abs_return_lag_3,0.006857151590748167,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,abs_return_lag_2,0.006165736358081463,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_negative_share_66d,0.005003385859839723,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_volatility_5d,0.004701170854164878,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_mean_squared_return_5d,0.003714083408103908,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_lag_2,0.00234002106690599,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_volatility_22d,0.0012459441971920872,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_sum_squared_return_22d,0.0010968195893680539,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_mean_squared_return_22d,0.0008514946800656906,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_sum_squared_return_5d,0.0005852122165050926,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_mean_squared_return_66d,0.0005413502777186129,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_t,0.000342224137691622,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,negative_return_dummy_t,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,return_lag_2,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,squared_return_lag_10,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_abs_return_5d,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_sum_squared_return_66d,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_volatility_66d,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_abs_return_66d,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,rolling_negative_share_5d,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,post_crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,negative_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,GradientBoosting,negative_squared_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_sum_squared_return_66d,0.14376506916223417,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_mean_squared_return_66d,0.09237579498068987,2012-12-27
XLF,asset_specific_rolling,XGBoost,return_lag_2,0.059073132038323,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_downside_squared_return_5d,0.054782164092402344,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_abs_return_22d,0.052169569719657465,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_downside_squared_return_22d,0.05112520699312481,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_negative_share_22d,0.04952678932126874,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_mean_squared_return_22d,0.046981890920139276,2012-12-27
XLF,asset_specific_rolling,XGBoost,return_lag_1,0.04053846153290942,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_t,0.032980432799686384,2012-12-27
XLF,asset_specific_rolling,XGBoost,abs_return_lag_2,0.03237862336062876,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_lag_1,0.02718417198371695,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_lag_10,0.026392890565112143,2012-12-27
XLF,asset_specific_rolling,XGBoost,abs_return_lag_5,0.026140816948155135,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_lag_2,0.024869122118834738,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_mean_squared_return_5d,0.024635445847014353,2012-12-27
XLF,asset_specific_rolling,XGBoost,abs_return_lag_1,0.024032040121150813,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_downside_squared_return_66d,0.02315164976346166,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_volatility_22d,0.016991074202602877,2012-12-27
XLF,asset_specific_rolling,XGBoost,abs_return_t,0.016452110407456328,2012-12-27
XLF,asset_specific_rolling,XGBoost,return_t,0.015237169441418338,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_abs_return_5d,0.014354698509210848,2012-12-27
XLF,asset_specific_rolling,XGBoost,negative_return_dummy_t,0.01212620855366513,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_negative_share_66d,0.011280428003608213,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_abs_return_66d,0.01126825096160855,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_sum_squared_return_5d,0.010678297258279856,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_lag_5,0.009823859134040998,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_volatility_66d,0.009553562329259331,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_sum_squared_return_22d,0.008406712215586878,2012-12-27
XLF,asset_specific_rolling,XGBoost,return_lag_5,0.008171604501047298,2012-12-27
XLF,asset_specific_rolling,XGBoost,squared_return_lag_3,0.008000453498189775,2012-12-27
XLF,asset_specific_rolling,XGBoost,abs_return_lag_3,0.007778701879965086,2012-12-27
XLF,asset_specific_rolling,XGBoost,negative_squared_return_t,0.0047649235662556915,2012-12-27
XLF,asset_specific_rolling,XGBoost,return_lag_3,0.003008673269294774,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_volatility_5d,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,rolling_negative_share_5d,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,post_crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,negative_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,XGBoost,negative_squared_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_downside_squared_return_22d,0.12914485165794065,2012-12-27
XLF,asset_specific_rolling,LightGBM,abs_return_lag_1,0.10645724258289703,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_downside_squared_return_5d,0.09598603839441536,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_downside_squared_return_66d,0.09424083769633508,2012-12-27
XLF,asset_specific_rolling,LightGBM,return_lag_3,0.06457242582897033,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_abs_return_22d,0.06282722513089005,2012-12-27
XLF,asset_specific_rolling,LightGBM,return_lag_1,0.05410122164048865,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_mean_squared_return_5d,0.0506108202443281,2012-12-27
XLF,asset_specific_rolling,LightGBM,return_t,0.04712041884816754,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_negative_share_22d,0.04712041884816754,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_mean_squared_return_22d,0.04013961605584642,2012-12-27
XLF,asset_specific_rolling,LightGBM,return_lag_5,0.038394415357766144,2012-12-27
XLF,asset_specific_rolling,LightGBM,return_lag_2,0.02617801047120419,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_negative_share_66d,0.02617801047120419,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_mean_squared_return_66d,0.019197207678883072,2012-12-27
XLF,asset_specific_rolling,LightGBM,abs_return_t,0.013961605584642234,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_t,0.013961605584642234,2012-12-27
XLF,asset_specific_rolling,LightGBM,abs_return_lag_2,0.013961605584642234,2012-12-27
XLF,asset_specific_rolling,LightGBM,abs_return_lag_5,0.013961605584642234,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_abs_return_5d,0.012216404886561954,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_negative_share_5d,0.010471204188481676,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_lag_10,0.008726003490401396,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_lag_3,0.005235602094240838,2012-12-27
XLF,asset_specific_rolling,LightGBM,abs_return_lag_3,0.0034904013961605585,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_lag_5,0.0017452006980802793,2012-12-27
XLF,asset_specific_rolling,LightGBM,negative_return_dummy_t,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,negative_squared_return_t,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_lag_1,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,squared_return_lag_2,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_sum_squared_return_5d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_volatility_5d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_sum_squared_return_22d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_volatility_22d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_sum_squared_return_66d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_volatility_66d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,rolling_abs_return_66d,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,post_crisis_dummy,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,negative_x_crisis,0.0,2012-12-27
XLF,asset_specific_rolling,LightGBM,negative_squared_x_crisis,0.0,2012-12-27
